"Zona","Año","Mes","Media","Min","Max","n","Dia","Date"
"Z2",1988,1,18.13,12.2,23.8,20,28,1988-01-28
"Z2",1988,2,18.055,12.3,23.5,20,28,1988-02-28
"Z2",1988,3,18.415,12.5,24.9,20,28,1988-03-28
"Z2",1988,4,17.84,12,22.7,20,28,1988-04-28
"Z2",1988,5,18.08,12.5,22.6,20,28,1988-05-28
"Z2",1988,6,17.5,11.8,21.7,20,28,1988-06-28
"Z2",1988,7,17.655,11.6,22.2,20,28,1988-07-28
"Z2",1988,8,17.3,11.3,22.3,20,28,1988-08-28
"Z2",1988,9,17.355,11.4,21.5,20,28,1988-09-28
"Z2",1988,10,17.315,11.2,21.5,20,28,1988-10-28
"Z2",1988,11,17.13,11.1,21.8,20,28,1988-11-28
"Z2",1988,12,16.72,10.5,21.3,20,28,1988-12-28
"Z2",1989,1,17.125,11,22,20,28,1989-01-28
"Z2",1989,2,17.09,11.3,22.1,20,28,1989-02-28
"Z2",1989,3,17.02,10.7,22.6,20,28,1989-03-28
"Z2",1989,4,17.77,12,23.8,20,28,1989-04-28
"Z2",1989,5,17.65,11.6,22.2,20,28,1989-05-28
"Z2",1989,6,17.585,11.4,21.9,20,28,1989-06-28
"Z2",1989,7,17.77,11.2,22.4,20,28,1989-07-28
"Z2",1989,8,17.845,11.7,22.5,20,28,1989-08-28
"Z2",1989,9,17.585,11.3,21.7,20,28,1989-09-28
"Z2",1989,10,17.225,11.1,21.7,20,28,1989-10-28
"Z2",1989,11,17.58,11.4,22.3,20,28,1989-11-28
"Z2",1989,12,17.345,11,22.3,20,28,1989-12-28
"Z2",1990,1,17.675,12.1,22.3,20,28,1990-01-28
"Z2",1990,2,17.355,10.9,22.8,20,28,1990-02-28
"Z2",1990,3,17.94,11.8,23.2,20,28,1990-03-28
"Z2",1990,4,17.855,11.6,23.1,20,28,1990-04-28
"Z2",1990,5,18.18,12,22.9,20,28,1990-05-28
"Z2",1990,6,18.5,12.4,23.1,20,28,1990-06-28
"Z2",1990,7,17.985,11.7,22.4,20,28,1990-07-28
"Z2",1990,8,18.46,11.7,23.4,20,28,1990-08-28
"Z2",1990,9,18.245,11.7,22.7,20,28,1990-09-28
"Z2",1990,10,17.33,10.7,21.7,20,28,1990-10-28
"Z2",1990,11,17.645,11.3,22.4,20,28,1990-11-28
"Z2",1990,12,17.455,11.3,22.2,20,28,1990-12-28
"Z2",1991,1,17.8,11.6,23.4,20,28,1991-01-28
"Z2",1991,2,18.14,11.7,24.8,20,28,1991-02-28
"Z2",1991,3,17.785,11.2,23.7,20,28,1991-03-28
"Z2",1991,4,17.9,11.8,23.4,20,28,1991-04-28
"Z2",1991,5,18.065,11.7,22.8,20,28,1991-05-28
"Z2",1991,6,18.375,12.2,22.9,20,28,1991-06-28
"Z2",1991,7,18.125,11.6,23.1,20,28,1991-07-28
"Z2",1991,8,17.95,11,23.4,20,28,1991-08-28
"Z2",1991,9,18.075,11.4,23.7,20,28,1991-09-28
"Z2",1991,10,17.5,11,21.8,20,28,1991-10-28
"Z2",1991,11,17.11,10.8,21.7,20,28,1991-11-28
"Z2",1991,12,17.22,10.9,21.9,20,28,1991-12-28
"Z2",1992,1,17.57,11.4,23.1,20,28,1992-01-28
"Z2",1992,2,17.74,11.7,24.4,20,28,1992-02-28
"Z2",1992,3,18.535,12.2,25.5,20,28,1992-03-28
"Z2",1992,4,18.36,12.1,24.3,20,28,1992-04-28
"Z2",1992,5,18.075,11.9,22.9,20,28,1992-05-28
"Z2",1992,6,18.515,11.9,23.5,20,28,1992-06-28
"Z2",1992,7,17.855,11,23.1,20,28,1992-07-28
"Z2",1992,8,18.085,12,23.2,20,28,1992-08-28
"Z2",1992,9,17.69,11.9,22.3,20,28,1992-09-28
"Z2",1992,10,17.675,11.6,22.2,20,28,1992-10-28
"Z2",1992,11,17.05,11.1,22,20,28,1992-11-28
"Z2",1992,12,17.465,11.4,22.2,20,28,1992-12-28
"Z2",1993,1,17.045,11.3,22.4,20,28,1993-01-28
"Z2",1993,2,17.365,11.4,23.6,20,28,1993-02-28
"Z2",1993,3,17.46,11.1,23.6,20,28,1993-03-28
"Z2",1993,4,17.565,11.4,22.4,20,28,1993-04-28
"Z2",1993,5,17.57,11.4,22.3,20,28,1993-05-28
"Z2",1993,6,18.32,11.9,23.3,20,28,1993-06-28
"Z2",1993,7,17.97,11.6,23,20,28,1993-07-28
"Z2",1993,8,18.055,12,22.9,20,28,1993-08-28
"Z2",1993,9,17.44,12.1,21.9,20,28,1993-09-28
"Z2",1993,10,17.505,12.1,21.9,20,28,1993-10-28
"Z2",1993,11,16.89,11.3,21.5,20,28,1993-11-28
"Z2",1993,12,17.375,11.9,22.3,20,28,1993-12-28
"Z2",1994,1,17.035,11.5,22.4,20,28,1994-01-28
"Z2",1994,2,17.265,11.4,22.7,20,28,1994-02-28
"Z2",1994,3,17.255,11.5,23,20,28,1994-03-28
"Z2",1994,4,17.395,11,22.6,20,28,1994-04-28
"Z2",1994,5,17.625,11.4,22.4,20,28,1994-05-28
"Z2",1994,6,17.855,11.3,22.7,20,28,1994-06-28
"Z2",1994,7,17.98,11.4,22.7,20,28,1994-07-28
"Z2",1994,8,17.97,11.6,23,20,28,1994-08-28
"Z2",1994,9,18.265,11.7,23.4,20,28,1994-09-28
"Z2",1994,10,17.255,11.3,21.8,20,28,1994-10-28
"Z2",1994,11,17.19,11.1,22,20,28,1994-11-28
"Z2",1994,12,17.58,11.4,22.9,20,28,1994-12-28
"Z2",1995,1,18.005,11.7,23.7,20,28,1995-01-28
"Z2",1995,2,18.095,11.7,24.8,20,28,1995-02-28
"Z2",1995,3,17.83,11.5,24.4,20,28,1995-03-28
"Z2",1995,4,17.985,11.6,23.3,20,28,1995-04-28
"Z2",1995,5,17.855,11.8,22.7,20,28,1995-05-28
"Z2",1995,6,17.79,11.9,22.4,20,28,1995-06-28
"Z2",1995,7,17.545,11.4,22.1,20,28,1995-07-28
"Z2",1995,8,17.54,11.7,22.3,20,28,1995-08-28
"Z2",1995,9,17.95,11.7,23,20,28,1995-09-28
"Z2",1995,10,17.105,11.1,21.6,20,28,1995-10-28
"Z2",1995,11,17.205,11.3,22.2,20,28,1995-11-28
"Z2",1995,12,17.055,11.4,21.9,20,28,1995-12-28
"Z2",1996,1,16.99,11.3,22.2,20,28,1996-01-28
"Z2",1996,2,17.165,11.4,22.6,20,28,1996-02-28
"Z2",1996,3,17.255,11.6,22.4,20,28,1996-03-28
"Z2",1996,4,17.525,12,22.9,20,28,1996-04-28
"Z2",1996,5,17.42,11.8,22.2,20,28,1996-05-28
"Z2",1996,6,17.465,11.8,22.6,20,28,1996-06-28
"Z2",1996,7,17.595,11.4,22.4,20,28,1996-07-28
"Z2",1996,8,17.655,11.8,22.5,20,28,1996-08-28
"Z2",1996,9,17.82,12,22.9,20,28,1996-09-28
"Z2",1996,10,17.1,11.2,22,20,28,1996-10-28
"Z2",1996,11,17.095,11.2,22.2,20,28,1996-11-28
"Z2",1996,12,17.15,11.8,22,20,28,1996-12-28
"Z2",1997,1,16.845,11.1,22.2,20,28,1997-01-28
"Z2",1997,2,17.65,12.1,23,20,28,1997-02-28
"Z2",1997,3,17.83,12.2,23.2,20,28,1997-03-28
"Z2",1997,4,17.7,12.6,22.8,20,28,1997-04-28
"Z2",1997,5,18.265,13,23.2,20,28,1997-05-28
"Z2",1997,6,17.735,12.2,22.3,20,28,1997-06-28
"Z2",1997,7,18.605,11.6,24,20,28,1997-07-28
"Z2",1997,8,19.055,12,25.5,20,28,1997-08-28
"Z2",1997,9,18.47,12.2,23.7,20,28,1997-09-28
"Z2",1997,10,18.245,12.2,22.9,20,28,1997-10-28
"Z2",1997,11,17.68,11.9,22.4,20,28,1997-11-28
"Z2",1997,12,18.46,13,23.7,20,28,1997-12-28
"Z2",1998,1,19.01,13.2,26,20,28,1998-01-28
"Z2",1998,2,18.875,12.8,25.2,20,28,1998-02-28
"Z2",1998,3,18.9,12.8,24.8,20,28,1998-03-28
"Z2",1998,4,18.695,13,24,20,28,1998-04-28
"Z2",1998,5,18.545,12.8,23.5,20,28,1998-05-28
"Z2",1998,6,18.355,12.1,23.4,20,28,1998-06-28
"Z2",1998,7,17.93,11.8,23.3,20,28,1998-07-28
"Z2",1998,8,17.935,11.5,22.6,20,28,1998-08-28
"Z2",1998,9,17.77,11.4,22.4,20,28,1998-09-28
"Z2",1998,10,17.685,11.1,22.6,20,28,1998-10-28
"Z2",1998,11,17.18,10.4,21.9,20,28,1998-11-28
"Z2",1998,12,17.095,11,21.9,20,28,1998-12-28
"Z2",1999,1,16.925,10.8,22.1,20,28,1999-01-28
"Z2",1999,2,16.78,10.5,21.7,20,28,1999-02-28
"Z2",1999,3,17.225,11.4,22.2,20,28,1999-03-28
"Z2",1999,4,17.45,11.7,22.2,20,28,1999-04-28
"Z2",1999,5,17.44,11.9,22.3,20,28,1999-05-28
"Z2",1999,6,17.195,11.7,21.7,20,28,1999-06-28
"Z2",1999,7,17.645,11.8,22.5,20,28,1999-07-28
"Z2",1999,8,17.495,11.4,22.2,20,28,1999-08-28
"Z2",1999,9,16.88,11.1,21.6,20,28,1999-09-28
"Z2",1999,10,16.99,11.2,21.5,20,28,1999-10-28
"Z2",1999,11,16.93,11,21.9,20,28,1999-11-28
"Z2",1999,12,16.835,10.7,22,20,28,1999-12-28
"Z2",2000,1,16.625,10.7,21.8,20,28,2000-01-28
"Z2",2000,2,16.78,10.8,22,20,28,2000-02-28
"Z2",2000,3,17.06,11.1,22.3,20,28,2000-03-28
"Z2",2000,4,17.42,11.9,22.5,20,28,2000-04-28
"Z2",2000,5,17.345,11.5,22.2,20,28,2000-05-28
"Z2",2000,6,17.595,12.1,22.2,20,28,2000-06-28
"Z2",2000,7,17.555,11.9,22.3,20,28,2000-07-28
"Z2",2000,8,17.92,12.2,22.6,20,28,2000-08-28
"Z2",2000,9,17.05,11.6,21.5,20,28,2000-09-28
"Z2",2000,10,17.635,11.9,22.3,20,28,2000-10-28
"Z2",2000,11,17.245,11.1,22.2,20,28,2000-11-28
"Z2",2000,12,17.25,11.4,22.1,20,28,2000-12-28
"Z2",2001,1,17.045,11.6,22,20,28,2001-01-28
"Z2",2001,2,17.69,11.4,23.2,20,28,2001-02-28
"Z2",2001,3,17.44,11.8,22.9,20,28,2001-03-28
"Z2",2001,4,18.015,12.2,23.5,20,28,2001-04-28
"Z2",2001,5,17.92,12.4,22.7,20,28,2001-05-28
"Z2",2001,6,18.025,12.3,23,20,28,2001-06-28
"Z2",2001,7,17.96,11.9,22.5,20,28,2001-07-28
"Z2",2001,8,18.62,12,24.7,20,28,2001-08-28
"Z2",2001,9,17.64,11.7,22.5,20,28,2001-09-28
"Z2",2001,10,17.9,12.1,22.4,20,28,2001-10-28
"Z2",2001,11,17.42,11.8,22.2,20,28,2001-11-28
"Z2",2001,12,17.41,12,22.2,20,28,2001-12-28
"Z2",2002,1,17.67,12.4,22.7,20,28,2002-01-28
"Z2",2002,2,17.805,12.9,23.2,20,28,2002-02-28
"Z2",2002,3,17.835,12.2,23.5,20,28,2002-03-28
"Z2",2002,4,17.5,12,22.5,20,28,2002-04-28
"Z2",2002,5,18.095,12.6,22.7,20,28,2002-05-28
"Z2",2002,6,17.78,12.3,22.7,20,28,2002-06-28
"Z2",2002,7,18.08,12.4,23.1,20,28,2002-07-28
"Z2",2002,8,18.27,11.9,24,20,28,2002-08-28
"Z2",2002,9,18.085,12.1,23.1,20,28,2002-09-28
"Z2",2002,10,17.69,11.8,22.5,20,28,2002-10-28
"Z2",2002,11,17.51,11.8,22.6,20,28,2002-11-28
"Z2",2002,12,17.77,12,23,20,28,2002-12-28
"Z2",2003,1,18.055,12.4,23.7,20,28,2003-01-28
"Z2",2003,2,18.09,12.1,24.4,20,28,2003-02-28
"Z2",2003,3,17.835,11.8,23.7,20,28,2003-03-28
"Z2",2003,4,17.865,12.1,23.2,20,28,2003-04-28
"Z2",2003,5,18.2,12.7,23,20,28,2003-05-28
"Z2",2003,6,17.515,11.6,22.1,20,28,2003-06-28
"Z2",2003,7,17.925,11.8,23.2,20,28,2003-07-28
"Z2",2003,8,18.22,12,23.1,20,28,2003-08-28
"Z2",2003,9,17.865,11.7,22.5,20,28,2003-09-28
"Z2",2003,10,17.425,11.3,22,20,28,2003-10-28
"Z2",2003,11,17.385,11.5,22.1,20,28,2003-11-28
"Z2",2003,12,17.415,11.6,22,20,28,2003-12-28
"Z2",2004,1,17.365,10.9,22.2,20,28,2004-01-28
"Z2",2004,2,17.815,11.7,23.7,20,28,2004-02-28
"Z2",2004,3,18.235,12.2,24.2,20,28,2004-03-28
"Z2",2004,4,17.665,11.6,22.9,20,28,2004-04-28
"Z2",2004,5,17.86,12.3,22.4,20,28,2004-05-28
"Z2",2004,6,18.155,12.2,23.4,20,28,2004-06-28
"Z2",2004,7,17.52,11.6,21.9,20,28,2004-07-28
"Z2",2004,8,18.375,11.8,23.5,20,28,2004-08-28
"Z2",2004,9,17.51,11.3,21.8,20,28,2004-09-28
"Z2",2004,10,17.415,11.1,22,20,28,2004-10-28
"Z2",2004,11,17.445,11.2,22.1,20,28,2004-11-28
"Z2",2004,12,17.305,11.4,22.2,20,28,2004-12-28
"Z2",2005,1,17.53,11.5,22.7,20,28,2005-01-28
"Z2",2005,2,17.925,12.1,24.2,20,28,2005-02-28
"Z2",2005,3,17.97,11.8,23.7,20,28,2005-03-28
"Z2",2005,4,18.285,12.3,23.3,20,28,2005-04-28
"Z2",2005,5,18.135,12.4,22.6,20,28,2005-05-28
"Z2",2005,6,18.15,12.5,22.6,20,28,2005-06-28
"Z2",2005,7,18.335,11.8,22.9,20,28,2005-07-28
"Z2",2005,8,18.235,11.6,23,20,28,2005-08-28
"Z2",2005,9,18.345,11.6,22.9,20,28,2005-09-28
"Z2",2005,10,17.545,11.2,21.7,20,28,2005-10-28
"Z2",2005,11,17.455,11.4,21.9,20,28,2005-11-28
"Z2",2005,12,17.155,10.7,21.8,20,28,2005-12-28
"Z2",2006,1,17.44,11.2,22,20,28,2006-01-28
"Z2",2006,2,17.945,12.4,23.2,20,28,2006-02-28
"Z2",2006,3,17.765,12.3,22.8,20,28,2006-03-28
"Z2",2006,4,17.625,12.3,22.2,20,28,2006-04-28
"Z2",2006,5,17.945,12.7,22.4,20,28,2006-05-28
"Z2",2006,6,17.83,12.2,22.2,20,28,2006-06-28
"Z2",2006,7,18.35,12.4,23.3,20,28,2006-07-28
"Z2",2006,8,18.415,12.5,23.1,20,28,2006-08-28
"Z2",2006,9,18.16,12.4,22.7,20,28,2006-09-28
"Z2",2006,10,17.895,12.1,22.2,20,28,2006-10-28
"Z2",2006,11,17.335,11.4,21.8,20,28,2006-11-28
"Z2",2006,12,17.54,12.2,22.1,20,28,2006-12-28
"Z2",2007,1,18.215,13.2,22.9,20,28,2007-01-28
"Z2",2007,2,18.04,12,23.7,20,28,2007-02-28
"Z2",2007,3,17.81,12.5,23.1,20,28,2007-03-28
"Z2",2007,4,17.725,12.2,22.6,20,28,2007-04-28
"Z2",2007,5,17.73,12.4,22.1,20,28,2007-05-28
"Z2",2007,6,17.885,12,23,20,28,2007-06-28
"Z2",2007,7,18.02,11.7,22.8,20,28,2007-07-28
"Z2",2007,8,17.5,11.4,22.1,20,28,2007-08-28
"Z2",2007,9,17.905,12,22.2,20,28,2007-09-28
"Z2",2007,10,17.035,10.7,21.1,20,28,2007-10-28
"Z2",2007,11,17.245,11.4,22,20,28,2007-11-28
"Z2",2007,12,16.76,10.7,21.5,20,28,2007-12-28
"Z2",2008,1,16.945,11.2,21.9,20,28,2008-01-28
"Z2",2008,2,16.955,11.1,22.1,20,28,2008-02-28
"Z2",2008,3,17.02,11.1,21.7,20,28,2008-03-28
"Z2",2008,4,17.405,11.5,22.4,20,28,2008-04-28
"Z2",2008,5,17.375,11.8,22.1,20,28,2008-05-28
"Z2",2008,6,17.6,12.2,22,20,28,2008-06-28
"Z2",2008,7,17.47,11.8,21.9,20,28,2008-07-28
"Z2",2008,8,17.39,11.7,22,20,28,2008-08-28
"Z2",2008,9,17.685,12,22.3,20,28,2008-09-28
"Z2",2008,10,17.285,11.6,22.1,20,28,2008-10-28
"Z2",2008,11,17.145,11.6,21.6,20,28,2008-11-28
"Z2",2008,12,17.075,11.5,21.8,20,28,2008-12-28
"Z2",2009,1,17.275,11.9,22.3,20,28,2009-01-28
"Z2",2009,2,17.435,11.9,22.7,20,28,2009-02-28
"Z2",2009,3,17.595,12.1,23,20,28,2009-03-28
"Z2",2009,4,17.965,12.4,23.2,20,28,2009-04-28
"Z2",2009,5,18.12,12.8,23.2,20,28,2009-05-28
"Z2",2009,6,18.065,12.7,22.9,20,28,2009-06-28
"Z2",2009,7,18.395,12.9,23.4,20,28,2009-07-28
"Z2",2009,8,18.535,12.9,23.5,20,28,2009-08-28
"Z2",2009,9,18.855,13.2,23.8,20,28,2009-09-28
"Z2",2009,10,18.17,12.5,22.6,20,28,2009-10-28
"Z2",2009,11,17.955,12.6,22.6,20,28,2009-11-28
"Z2",2009,12,17.985,12.8,23,20,28,2009-12-28
"Z2",2010,1,18.51,13.6,24.1,20,28,2010-01-28
"Z2",2010,2,18.925,14.1,25.7,20,28,2010-02-28
"Z2",2010,3,18.96,13.9,25,20,28,2010-03-28
"Z2",2010,4,18.385,13,23.5,20,28,2010-04-28
"Z2",2010,5,18.57,13.5,23.2,20,28,2010-05-28
"Z2",2010,6,17.935,12.7,22.4,20,28,2010-06-28
"Z2",2010,7,17.555,12.2,21.8,20,28,2010-07-28
"Z2",2010,8,17.86,12.5,22.3,20,28,2010-08-28
"Z2",2010,9,17.425,11.9,21.6,20,28,2010-09-28
"Z2",2010,10,17.345,11.8,21.8,20,28,2010-10-28
"Z2",2010,11,16.725,11.2,21.4,20,28,2010-11-28
"Z2",2010,12,16.81,12,21.6,20,28,2010-12-28
"Z2",2011,1,17.285,12.5,22.2,20,28,2011-01-28
"Z2",2011,2,17.19,11.8,22.3,20,28,2011-02-28
"Z2",2011,3,17.12,11.9,21.9,20,28,2011-03-28
"Z2",2011,4,17.165,11.7,21.8,20,28,2011-04-28
"Z2",2011,5,17.85,12.9,22.6,20,28,2011-05-28
"Z2",2011,6,17.955,12.4,22.6,20,28,2011-06-28
"Z2",2011,7,17.765,12.2,22.6,20,28,2011-07-28
"Z2",2011,8,18.095,12.6,22.6,20,28,2011-08-28
"Z2",2011,9,17.875,12.6,22.6,20,28,2011-09-28
"Z2",2011,10,16.895,11.6,21.4,20,28,2011-10-28
"Z2",2011,11,16.98,11.5,21.4,20,28,2011-11-28
"Z2",2011,12,17.145,12.1,21.8,20,28,2011-12-28
"Z2",2012,1,17.105,11.7,22.1,20,28,2012-01-28
"Z2",2012,2,17.5368421052632,13,22.6,20,28,2012-02-28
"Z2",2012,3,17.745,12.7,22.3,20,28,2012-03-28
"Z2",2012,4,17.0944444444444,12.2,21.4,20,28,2012-04-28
"Z2",2012,5,17.9736842105263,13.1,22.5,20,28,2012-05-28
"Z2",2012,6,18.2263157894737,12.9,23.1,20,28,2012-06-28
"Z2",2012,7,18.3578947368421,12.6,23.4,20,28,2012-07-28
"Z2",2012,8,18.215,12.3,22.6,20,28,2012-08-28
"Z2",2012,9,18.55,13.1,23.4,20,28,2012-09-28
"Z2",2012,10,17.69,12.4,22.3,20,28,2012-10-28
"Z2",2012,11,17.645,12.7,22.4,20,28,2012-11-28
"Z2",2012,12,17.495,12.1,22.2,20,28,2012-12-28
"Z2",2013,1,18.315,13.2,23.7,20,28,2013-01-28
"Z2",2013,2,17.55,11.9,22.7,20,28,2013-02-28
"Z2",2013,3,18.235,13,23.3,20,28,2013-03-28
"Z2",2013,4,18.23,13,23.3,20,28,2013-04-28
"Z2",2013,5,17.62,12.6,21.9,20,28,2013-05-28
"Z2",2013,6,18.32,13.3,23.4,20,28,2013-06-28
"Z2",2013,7,18.09,12.3,23.8,20,28,2013-07-28
"Z2",2013,8,17.975,12.4,22.7,20,28,2013-08-28
"Z2",2013,9,18.105,12.8,22.5,20,28,2013-09-28
"Z2",2013,10,17.735,12.4,22.3,20,28,2013-10-28
"Z2",2013,11,17.23,11.6,21.9,20,28,2013-11-28
"Z2",2013,12,17.465,12.2,22,20,28,2013-12-28
"Z2",2014,1,17.65,11.9,22.8,20,28,2014-01-28
"Z2",2014,2,17.715,12.2,22.9,20,28,2014-02-28
"Z2",2014,3,17.8,12.4,23.3,20,28,2014-03-28
"Z2",2014,4,18.4473684210526,13.2,23.9,20,28,2014-04-28
"Z2",2014,5,17.915,12.8,22.9,20,28,2014-05-28
"Z2",2014,6,18.35,12.9,23.5,20,28,2014-06-28
"Z2",2014,7,18.99,12.6,24.7,20,28,2014-07-28
"Z2",2014,8,18.26,12.3,23.7,20,28,2014-08-28
"Z2",2014,9,18.245,12.5,23.1,20,28,2014-09-28
"Z2",2014,10,17.625,12,22.2,20,28,2014-10-28
"Z2",2014,11,17.46,12,22.4,20,28,2014-11-28
"Z2",2014,12,17.645,12.2,22.5,20,28,2014-12-28
"Z2",2015,1,17.94,12.5,23,20,28,2015-01-28
"Z2",2015,2,17.995,12.6,23.7,20,28,2015-02-28
"Z2",2015,3,17.9894736842105,12.3,24.2,20,28,2015-03-28
"Z2",2015,4,18.25,13,23.1,20,28,2015-04-28
"Z2",2015,5,18.72,13.2,23.8,20,28,2015-05-28
"Z2",2015,6,18.925,12.7,24.2,20,28,2015-06-28
"Z2",2015,7,18.79,12.8,24.1,20,28,2015-07-28
"Z2",2015,8,19.055,13,24,20,28,2015-08-28
"Z2",2015,9,19.37,13.3,24.4,20,28,2015-09-28
"Z2",2015,10,18.51,13.1,23.2,20,28,2015-10-28
"Z2",2015,11,18.1,12.6,22.6,20,28,2015-11-28
"Z2",2015,12,19.195,14.1,24.2,20,28,2015-12-28
"Z2",2016,1,18.695,13.4,24.6,20,28,2016-01-28
"Z2",2016,2,19.2789473684211,14.1,25.6,20,28,2016-02-28
"Z2",2016,3,19.095,13.7,25.1,20,28,2016-03-28
"Z2",2016,4,18.605,13.1,24.5,20,28,2016-04-28
"Z2",2016,5,18.685,13.3,23.5,20,28,2016-05-28
"Z2",2016,6,18.36,12.9,24,20,28,2016-06-28
"Z2",2016,7,18.29,12.7,23.3,20,28,2016-07-28
"Z2",2016,8,18.865,13.1,24.2,20,28,2016-08-28
"Z2",2016,9,18.36,13,22.9,20,28,2016-09-28
"Z2",2016,10,17.85,12.3,22.4,20,28,2016-10-28
"Z2",2016,11,17.555,12.4,22.1,20,28,2016-11-28
"Z2",2016,12,17.475,12.2,22.1,20,28,2016-12-28
"Z2",2017,1,17.305,11.6,22.2,20,28,2017-01-28
"Z2",2017,2,17.95,11.7,23.6,20,28,2017-02-28
"Z2",2017,3,17.25,11.6,22.4,20,28,2017-03-28
"Z2",2017,4,18.15,13,23,20,28,2017-04-28
"Z2",2017,5,17.92,12.7,22.7,20,28,2017-05-28
"Z2",2017,6,18.04,12.6,22.8,20,28,2017-06-28
"Z2",2017,7,18.325,12.3,23.8,20,28,2017-07-28
"Z2",2017,8,18.285,12.6,23.8,20,28,2017-08-28
"Z2",2017,9,18.255,12.8,22.9,20,28,2017-09-28
"Z2",2017,10,17.78,12.2,22.6,20,28,2017-10-28
"Z2",2017,11,17.36,12.4,22.3,20,28,2017-11-28
"Z2",2017,12,17.575,12.3,22.5,20,28,2017-12-28
"Z2",2018,1,17.305,12,22.9,20,28,2018-01-28
"Z2",2018,2,17.645,11.9,23,20,28,2018-02-28
"Z2",2018,3,18.015,12.9,23.3,20,28,2018-03-28
"Z2",2018,4,17.58,12.2,22.6,20,28,2018-04-28
"Z2",2018,5,17.67,12.6,22.9,20,28,2018-05-28
"Z2",2018,6,17.98,12.9,23.2,20,28,2018-06-28
"Z2",2018,7,18.215,12.7,23.5,20,28,2018-07-28
"Z2",2018,8,18.41,12.4,23.3,20,28,2018-08-28
"Z2",2018,9,18.165,12.7,22.9,20,28,2018-09-28
"Z2",2018,10,17.6842105263158,12.2,22.3,20,28,2018-10-28
"Z2",2018,11,17.6684210526316,12.4,22.7,20,28,2018-11-28
"Z2",2018,12,17.9052631578947,13.1,22.9,20,28,2018-12-28
"Z2",2019,1,18.1055555555556,12.8,23.5,20,28,2019-01-28
"Z2",2019,2,18.3947368421053,13.4,24.2,20,28,2019-02-28
"Z2",2019,3,18.2842105263158,13.4,24,20,28,2019-03-28
"Z2",2019,4,18.1157894736842,13.2,23.2,20,28,2019-04-28
"Z2",2019,5,18.0736842105263,13.2,22.9,20,28,2019-05-28
"Z2",2019,6,18.5736842105263,13,23.8,20,28,2019-06-28
"Z2",2019,7,17.6526315789474,5.1,23.4,20,28,2019-07-28
"Z2",2019,8,18.9777777777778,12.8,24.6,20,28,2019-08-28
"Z2",2019,9,18.7055555555556,13,23.7,20,28,2019-09-28
"Z2",2019,10,17.5277777777778,12.4,22.1,20,28,2019-10-28
"Z2",2019,11,17.6388888888889,12.4,22.5,20,28,2019-11-28
"Z2",2019,12,17.9421052631579,12.8,23.1,20,28,2019-12-28
"Z2",2020,1,18.2631578947368,13.2,23.3,20,28,2020-01-28
"Z2",2020,2,18.3777777777778,13.6,24.5,20,28,2020-02-28
"Z2",2020,3,18.0833333333333,13,24.6,20,28,2020-03-28
"Z2",2020,4,18.3777777777778,13.6,24.5,20,28,2020-04-28
"Z2",2020,5,18.3333333333333,13.8,24.4,20,28,2020-05-28
"Z2",2020,6,17.7777777777778,13,23,20,28,2020-06-28
"Z3",1981,1,16.48,14,20.2,5,28,1981-01-28
"Z3",1981,2,17.2,14.3,21.7,5,28,1981-02-28
"Z3",1981,3,17.26,14.4,21.4,5,28,1981-03-28
"Z3",1981,4,17,14.4,21.1,5,28,1981-04-28
"Z3",1981,5,16.88,14,20.7,5,28,1981-05-28
"Z3",1981,6,16.86,13.9,20.9,5,28,1981-06-28
"Z3",1981,7,16.82,13.7,21.5,5,28,1981-07-28
"Z3",1981,8,16.8,13.8,21.1,5,28,1981-08-28
"Z3",1981,9,16.62,13.6,20.9,5,28,1981-09-28
"Z3",1981,10,16.54,13.5,20.5,5,28,1981-10-28
"Z3",1981,11,16.9,14.1,21.1,5,28,1981-11-28
"Z3",1981,12,16.98,14.4,21,5,28,1981-12-28
"Z3",1982,1,16.56,14,20.5,5,28,1982-01-28
"Z3",1982,2,16.42,13.9,20.2,5,28,1982-02-28
"Z3",1982,3,16.96,14.1,21,5,28,1982-03-28
"Z3",1982,4,16.82,14.6,20.6,5,28,1982-04-28
"Z3",1982,5,17.04,14.8,20.2,5,28,1982-05-28
"Z3",1982,6,17.28,14.6,21.2,5,28,1982-06-28
"Z3",1982,7,17.18,14,21.6,5,28,1982-07-28
"Z3",1982,8,17.72,14.1,23,5,28,1982-08-28
"Z3",1982,9,17.16,14.4,21.1,5,28,1982-09-28
"Z3",1982,10,16.58,13.9,20.1,5,28,1982-10-28
"Z3",1982,11,17.04,14.2,21,5,28,1982-11-28
"Z3",1982,12,17.16,14.5,21.3,5,28,1982-12-28
"Z3",1983,1,18.34,15.7,23,5,28,1983-01-28
"Z3",1983,2,18.7,15.5,23.6,5,28,1983-02-28
"Z3",1983,3,18.42,15.4,23,5,28,1983-03-28
"Z3",1983,4,18.06,15.2,22.4,5,28,1983-04-28
"Z3",1983,5,18.3,15.4,22.6,5,28,1983-05-28
"Z3",1983,6,18.1,14.7,22.7,5,28,1983-06-28
"Z3",1983,7,17.94,14.5,22.8,5,28,1983-07-28
"Z3",1983,8,17.9,14.7,22.9,5,28,1983-08-28
"Z3",1983,9,17.58,14.7,21.9,5,28,1983-09-28
"Z3",1983,10,16.98,14.4,21,5,28,1983-10-28
"Z3",1983,11,17.14,14.5,20.9,5,28,1983-11-28
